188.346,184.0,2.74012481468,736.924,1183,162.845012893,
189.072,183.0,3.104,757.898,1219,177.019427171,
192.074,182.0,7.29921393028,1244.68,1913,215.089473476,
150.445,133.0,10.3460608446,1381.346,1919,245.233138633,
189.322,183.0,2.95369531265,832.314,1281,230.387025251,
188.301,182.0,4.08465408572,950.9,1363,225.879857446,
187.988,184.0,2.77702286631,703.464,1175,157.190383624,
164.874,148.0,10.5133307757,978.256,1329,170.775989132,
159.059,147.0,13.5100525166,560.262,859,123.338669346,
187.532,174.0,5.48005255449,408.972,845,151.653998352,
151.267,138.0,11.3845382427,784.75,1203,136.133484125,
176.04,169.0,5.76631598163,657.53,1097,140.92197522,
185.792,173.0,6.52339911396,1038.964,1481,202.640407382,
189.143,183.0,2.62460492265,369.582,987,174.668741554,
164.624,153.0,12.504903998,406.704,733,98.719685899,
187.056,181.0,4.46999597315,528.096,945,129.922618447,
151.301,115.0,15.9692955073,1069.81,1459,151.519754158,
188.528,182.0,6.06227811965,879.738,1409,199.523901716,
187.29,181.0,4.39362037504,697.648,1225,159.722271759,
169.973,154.0,8.18561366056,466.558,969,186.256384148,
166.492,150.0,11.9751382455,829.772,1055,112.564132902,
185.851,177.0,4.68559483951,359.256,669,102.855852843,
188.462,186.0,2.81541400153,430.538,887,139.215281331,
178.192,167.0,5.78317698156,866.59,1207,138.576058177,
150.208,134.0,12.9299936582,1122.216,1579,147.159971949,
186.125,182.0,5.01710823084,1017.974,1541,267.898576562,
184.463,181.0,3.36312815694,556.106,1091,169.252677273,
188.669,186.0,2.65507796496,474.166,1029,156.339260725,
189.457,182.0,4.73900316522,330.23,639,114.854216727,
181.4,168.0,7.48184469232,839.14,1237,135.744865096,
187.619,182.0,5.44204364187,697.408,1259,214.658224944,
149.928,125.0,17.0339313137,775.558,1071,147.287489747,
182.101,168.0,6.73043824725,796.232,1399,169.133397577,
153.563,145.0,11.8571510491,1049.776,1449,165.660006713,
188.569,183.0,3.0251014859,753.1,1173,178.692624358,
169.965,155.0,8.96179530005,550.21,897,156.137720939,
148.649,106.0,17.5417159651,991.088,1295,130.741731119,
187.771,182.0,5.2915554424,482.942,863,159.667932397,
185.156,173.0,8.68283732429,585.718,1221,202.54210544,
176.111,165.0,7.65458548845,747.426,1099,118.650168664,
188.494,186.0,2.40831144165,1164.242,1723,230.39617496,
183.403,174.0,4.80151965528,575.046,949,124.786833777,
186.833,179.0,4.77777259819,525.034,1025,157.096819968,
182.694,176.0,4.0147682374,929.456,1413,168.877825851,
