153.0976,116.0,15.7257900991,827.0232,1311,146.673278622,
181.7076,168.0,5.68912139438,801.4208,1489,200.527198473,
173.4948,160.0,7.14389060387,664.6856,1225,173.9791216,
179.5998,153.0,9.7708771336,857.1508,1365,187.965844928,
139.474,75.0,26.5127690745,1234.2888,1879,225.024176022,
149.288,117.0,14.5744384454,1165.7464,2045,264.210085513,
174.9606,157.0,8.4768064529,1052.5152,1995,343.82083033,
174.185,168.0,5.69164080033,703.65,1381,246.291204674,
160.134,140.0,12.420146698,603.498,1141,184.268510593,
171.158,150.0,15.646054966,554.692,1041,237.828057924,
158.357,143.0,12.5616699129,985.03,1269,135.521050394,
148.423,110.0,13.9365013902,839.97,1311,147.099147176,
178.983,138.0,10.4461816469,675.236,1107,183.952451204,
181.186,167.0,6.20801127576,769.828,1273,162.839216456,
164.36,150.0,10.2213697712,569.052,991,135.948097802,
186.868,180.0,5.19197226495,643.966,1185,199.032858704,
177.437,144.0,9.40446867186,942.588,1291,124.3167497,
184.499,178.0,3.38791956811,706.778,1023,131.768807826,
172.094,151.0,8.19226244697,1046.432,1497,236.303544992,
189.117,179.0,8.33422527893,357.054,713,145.620689066,
171.261,166.0,5.76895822484,739.662,1127,204.801654671,
185.735,178.0,5.84455088095,612.32,1035,116.034932671,
174.749,154.0,8.75751100485,600.894,1011,106.67116182,
180.07,156.0,5.4259653519,611.196,1127,216.01246627,
172.542,167.0,5.99535119905,647.416,1249,207.747161097,
157.979,105.0,19.6138359073,377.22,1055,97.4898128011,
178.947,155.0,8.67180436818,580.608,911,142.822345367,
147.691,122.0,15.8819872497,803.994,1197,149.275262398,
155.431,143.0,12.2724585556,626.532,963,130.931084835,
150.474,127.0,15.5637824452,1063.494,1549,177.190473683,
162.882,143.0,8.984880411,1081.14,1663,227.962480246,
