189.688,181.0,5.81795977985,182.372,373,50.0967625301,
186.52,179.0,5.28617063667,186.174,353,43.5648680016,
186.219,179.0,5.71830735445,231.744,453,50.8428801702,
184.901,178.0,4.55842066949,346.128,579,50.6087701491,
187.232,179.0,5.64589904267,149.126,355,40.0063510458,
182.562,164.0,8.28771114361,89.594,277,32.4914013856,
178.823,156.0,10.2842438225,633.174,819,67.9716832512,
183.054,171.0,6.06886183728,402.6,607,49.237384171,
180.355,170.0,6.21570390221,386.598,599,44.14796027,
186.971,177.0,5.8321658927,64.428,229,38.1576835775,
189.075,181.0,5.45631514852,159.272,367,43.12055213,
185.003,178.0,4.53398180411,253.276,415,56.7035433108,
188.423,180.0,6.26099600703,110.152,373,43.0879205346,
183.077,165.0,7.58439654818,602.436,847,52.9245680568,
187.847,180.0,5.85111878191,297.768,599,52.259067883,
185.666,178.0,5.49330902098,252.768,403,48.0260989047,
188.682,179.0,6.80153482679,348.74,581,52.8015567952,
187.376,180.0,4.95849009276,132.888,363,36.2913137817,
188.843,181.0,5.87710396369,123.494,325,42.910977197,
186.499,181.0,5.08350263106,146.646,393,43.0771248344,
182.458,167.0,7.35338262298,347.12,549,50.480824082,
187.191,180.0,5.0937725705,155.97,383,44.78498744,
183.983,178.0,4.09886703859,249.572,581,49.6947564236,
174.969,154.0,11.1642303362,333.2,487,45.0748710481,
181.588,160.0,10.1891243981,676.756,925,50.2136680994,
186.025,178.0,5.78224653573,332.664,495,48.5819627434,
178.376,150.0,13.8116843289,142.674,409,45.0012635823,
187.363,181.0,3.74315789141,391.244,707,63.4021171886,
184.545,178.0,4.30812894422,272.578,513,46.1701409571,
172.196,144.0,13.5089445924,347.626,523,47.8633484412,
185.991,178.0,5.57448822763,106.09,343,41.9424355516,
187.748,180.0,6.08050129512,274.998,487,47.0467426715,
164.16,97.0,26.6433931773,392.998,627,58.3891427921,
178.478,152.0,11.4844902368,594.128,875,56.3521749004,
186.667,180.0,5.63933604248,254.092,447,40.4956236648,
185.882,180.0,4.91345865964,266.504,483,42.8938455259,
