159.561,134.0,19.4846677929,291.998,653,85.5795302394,
180.481,169.0,7.7654129961,213.354,485,68.4297499922,
174.297,153.0,12.0924270103,163.478,395,66.4093932814,
174.201,155.0,12.2650152466,212.686,495,77.1203825457,
158.411,125.0,20.7224534986,223.298,515,66.9182426249,
182.895,163.0,12.2840536876,110.268,511,68.9978563145,
152.799,122.0,20.4557717772,366.222,735,99.1223421636,
173.733,152.0,15.5885121484,173.276,451,70.242635372,
177.439,167.0,6.79649019715,310.02,617,75.3652944,
178.45,161.0,9.82219425587,177.096,463,63.7019841449,
189.226,186.0,3.24051292236,131.922,521,86.2745032788,
170.742,149.0,10.6862264621,415.428,721,93.9716170766,
175.289,167.0,10.7282561025,202.656,519,69.4991918226,
160.579,141.0,19.655120427,270.946,557,76.3422365667,
166.041,150.0,17.2434137861,221.584,545,82.4858954246,
178.55,160.0,11.366507819,175.064,455,63.6890877938,
185.074,172.0,7.68547487147,257.926,711,89.4073516217,
189.632,183.0,3.93783900128,152.202,481,77.4834640165,
161.06,145.0,15.3181069326,249.698,569,94.4630975355,
190.271,186.0,3.63284447782,112.142,353,72.9657716741,
175.328,165.0,11.6108749024,277.164,551,70.3483127303,
189.945,182.0,5.24652027538,120.406,421,73.1859765529,
160.626,143.0,16.3758396426,493.814,995,103.28646283,
189.496,183.0,3.35946186167,150.018,437,76.5352185337,
189.29,182.0,3.69511840135,143.082,375,69.2625532016,
190.314,183.0,3.97836700167,138.59,415,76.2568023195,
178.228,160.0,9.61779683711,237.724,703,92.041359312,
173.753,156.0,11.5809322164,156.626,427,73.6689902469,
161.238,132.0,19.5432176471,234.124,827,113.752611504,
161.259,141.0,19.0480423929,270.62,553,65.9314158804,
158.264,134.0,17.0852656988,308.19,571,70.0819227761,
147.504,102.0,28.2204532919,238.84,539,80.1985935039,
188.74,182.0,4.54735087716,196.662,597,103.577612234,
176.57,161.0,9.26968715761,246.692,693,85.1145177746,
183.415,172.0,7.90890479144,153.32,491,70.1886714506,
