186.236,178.0,6.05213218626,151.384,307,45.6434501763,
184.024,165.0,7.44710843214,186.238,405,42.9623946726,
188.225,180.0,6.15860170818,150.57,399,46.5950544586,
186.661,179.0,5.63383341962,115.882,433,43.7021976106,
183.294,165.0,8.47251816168,418.098,651,54.3579837374,
187.775,181.0,5.21827318181,284.926,647,78.6391666029,
168.143,136.0,18.1214941713,356.71,535,52.2877413932,
186.418,178.0,5.64138954514,143.264,303,39.7486390207,
188.289,181.0,4.51059630204,245.334,509,52.2348968028,
158.15,127.0,18.4329460478,530.122,713,63.512653196,
186.447,176.0,6.32306816348,128.252,331,41.7364169042,
179.904,151.0,12.9105686939,261.46,563,44.7940665714,
185.894,179.0,5.91343927,485.698,735,56.6409462845,
185.891,179.0,4.92271459664,143.28,383,52.6243441764,
163.554,136.0,14.8627414699,482.468,687,52.4555142573,
186.514,178.0,5.04656358327,190.96,491,41.4858819359,
182.104,154.0,12.1721478795,222.024,407,41.8483861577,
186.972,177.0,7.79032836278,174.842,399,47.0272584359,
167.627,135.0,16.7042470947,523.9,779,62.4737224759,
187.426,179.0,5.57176130142,59.102,351,40.6502348825,
187.312,180.0,6.03760349808,204.078,431,47.2186606756,
182.355,163.0,8.2832949362,340.808,541,47.9561793307,
182.75,167.0,7.62964612548,559.572,789,58.0471602751,
187.005,177.0,8.49582103154,137.104,331,44.8946008335,
185.478,176.0,5.57382418094,453.298,713,84.79223547,
163.891,145.0,17.4841962641,513.438,689,47.5784421351,
188.016,179.0,7.17884001772,67.244,205,32.3518850146,
186.141,179.0,5.36908921513,118.908,357,47.4006702062,
188.117,180.0,5.83209319199,210.502,479,53.748934836,
187.927,179.0,5.9926347294,99.966,419,49.6753343622,
